transaction_id,customer_id,product_id,product_name,quantity,unit_price,total_amount,transaction_date,brand,rating,customer_segment
TXN002329,10041,276174461,Máy In HP Laser 108W (4ZB80A) - Hàng Chính Hãng,2,7725000.0,15450000.0,2025-04-22 13:53:05.633355,HP,5.0,VIP
TXN009894,10476,277175955,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,1,1479200.0,1479200.0,2024-12-07 13:53:08.305361,Xiaomi,0.0,One-time
TXN008574,10328,200008181,Pin dùng cho Laptop Dell Latitude 5480 - Model: GJKNX - Hàng Nhập Khẩu New Seal,3,876541.0,2629623.0,2025-02-27 13:53:07.803349,MISUFUJl,5.0,Occasional
TXN000583,10012,276985445,"USB Bluetooth 5.3 TP-Link UB500 Plus Chuẩn Bluetooth Mới nhất, Nhanh Hơn, Mạnh Mẽ Hơn - Hàng chính hãng",1,487500.0,487500.0,2025-03-27 13:53:05.029352,TP-Link,0.0,VIP
TXN003315,10070,275797120,Dây cáp mạng LAN đúc sẵn 2 đầu Cat6E UTP Arigato - Hàng chính hãng,1,90000.0,90000.0,2025-10-21 13:53:05.968360,Arigato,5.0,Regular
TXN009821,10457,277230440,"Camera Nội Soi Tai Mũi Họng Dụng Cụ Lấy Ráy Tai Đa Năng 3 Trong 1 HD Đường Kính 3.9mm Dùng Cho PC, Laptop, Android AN103 - Hàng Nhập Khẩu",2,232000.0,464000.0,2025-01-30 13:53:08.276357,ROGTZ,2.0,One-time
TXN001057,10021,181977398,Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,2,2875000.0,5750000.0,2024-11-05 13:53:05.212352,Panasonic,4.8,VIP
TXN001157,10023,276900136,Thế Hệ Lo Âu,2,399700.0,799400.0,2025-10-09 13:53:05.245354,,5.0,VIP
TXN001124,10022,202879294,Sách Người Đàn Ông Mang Tên Ove (Tái Bản 2022),1,292500.0,292500.0,2024-12-03 13:53:05.236370,,5.0,VIP
TXN007826,10271,277512620,Điện Thoại Samsung Galaxy A36 5G 8GB/128GB - Hàng Chính Hãng,1,6679000.0,6679000.0,2025-05-25 13:53:07.535357,Samsung,5.0,Occasional
TXN003861,10090,277891279,USB CRAZY COOL 64Gb - USB 3.0 64GB Đầu Nối Kép Với 2 Cổng USB Type-C Và USB Type-A - Tương Thích MAC / PC Chuẩn Giao Tiếp USB 3.0 Và 2.0 - Hàng Chính Hãng,2,525000.0,1050000.0,2024-11-15 13:53:06.210357,CRAZY COOL,5.0,Regular
TXN002907,10053,184070223,Sách OSHO - Cảm Xúc,2,225600.0,451200.0,2024-12-15 13:53:05.829351,,5.0,Regular
TXN008346,10311,263070154,Sách Giải mã Hoóc-môn Dopamine,2,126720.0,253440.0,2025-04-16 13:53:07.701371,,4.8,Occasional
TXN001966,10036,1085104,Sách Nghệ Thuật Đàm Phán Đỉnh Cao,4,254500.0,1018000.0,2025-04-30 13:53:05.512369,,4.5,VIP
TXN009351,10384,274402602,USB 3.2 Team Group C175 - Hàng chính hãng,1,110000.0,110000.0,2025-05-08 13:53:08.085355,TEAM GROUP,4.8,Occasional
TXN008361,10312,219163708,"Hộp mực 337 - Hộp mực Canon mf241d hàng nhập khẩu dùng cho máy in Canon MF211, MF212w, MF215, MF217w, MF220, MF221d, MF230, MF232w, MF235, MF237w, MF240, MF244dw, MF246dn, MF249dw, LBP 151dw - Cartridge 337 - 83A mới 100%",2,130000.0,260000.0,2025-05-23 13:53:07.705370,NoBrand,4.7,Occasional
TXN006066,10171,6910261,Phần Mềm Diệt Virus Trend Micro Internet Security Bản Quyền 1 PC 12 Tháng - Hàng chính hãng,1,193500.0,193500.0,2025-03-06 13:53:06.956369,Trend Micro,5.0,Regular
TXN000322,10007,275859546, Pin dành cho laptop HP Pavilion 14-ce 14 ce series 14-ce1014TU (HT03XL) hàng nhập khẩu,1,1497500.0,1497500.0,2025-05-20 13:53:04.934352,MINHHA,0.0,VIP
TXN002681,10046,52789367,Sách Nhà Giả Kim (Tái Bản 2020),2,122450.0,244900.0,2025-10-19 13:53:05.758354,,5.0,VIP
TXN008515,10325,278229572,"Hẹn Gặp Lại, Quốc Vương Của Tôi - Tập 3",1,137830.0,137830.0,2025-03-05 13:53:07.776354,,5.0,Occasional
TXN005666,10155,74547194,Bộ Phát Wifi Di Động 3G/4G TP-Link M7000 - Hàng Chính Hãng,1,1327500.0,1327500.0,2025-02-26 13:53:06.826352,TP-Link,4.7,Regular
TXN001113,10022,108843366,Tp-Link MR100 | Router Wi-Fi 4G LTE Chuẩn N Tốc Độ 300 Mbps | Hàng Chính Hãng,1,2062500.0,2062500.0,2025-06-20 13:53:05.233375,TP-Link,4.8,VIP
TXN006135,10173,274844704,Sách Trong Đầu Có Giấu Con Voi,2,208500.0,417000.0,2025-11-03 13:53:06.976357,,4.7,Regular
TXN004416,10108,277412034,Sách Song Ngữ Lời Thì Thầm Trong Tổ Ấm - Whispers In The Home - Chính Hãng + Mã File Nghe,1,259500.0,259500.0,2025-04-22 13:53:06.401352,,5.0,Regular
TXN000252,10005,277412034,Sách Song Ngữ Lời Thì Thầm Trong Tổ Ấm - Whispers In The Home - Chính Hãng + Mã File Nghe,1,432500.0,432500.0,2024-11-05 13:53:04.911370,,5.0,VIP
TXN005130,10136,170708233,Sách Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),1,207000.0,207000.0,2025-07-01 13:53:06.635353,,4.8,Regular
TXN008817,10347,274638430,"Điện thoại Xiaomi Redmi 13R 5G 6GB/128GB Dimensity 6100+ , Màn 90Hz , Rom quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",3,3590000.0,10770000.0,2025-05-30 13:53:07.890355,Xiaomi,5.0,Occasional
TXN005458,10146,278150175,"Sách - 12 Nguyên tắc cốt lõi hợp tác làm ăn chung, Chia thế nào để khoá rủi ro, minh bạch, bền vững",1,208500.0,208500.0,2025-04-16 13:53:06.755355,,0.0,Regular
TXN000036,10000,419320,Máy In Laser Đơn Năng Canon LBP 6030 - Hàng chính hãng,2,6975000.0,13950000.0,2025-10-21 13:53:04.837375,Canon,4.6,VIP
TXN004061,10097,181977398,Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,3,1725000.0,5175000.0,2025-01-27 13:53:06.281357,Panasonic,4.8,Regular
TXN009966,10493,490895,TP-Link Archer C50 - Router Băng Tần Kép Không Dây AC1200 - Hàng Chính Hãng,2,312000.0,624000.0,2025-01-23 13:53:08.373359,TP-Link,3.0,One-time
TXN004133,10099,275191713,"Hộp mực 337 dành cho máy in Canon MF211, MF221D,  MF215, MF241D LBP151dw/ Image CLASS MF 237W/ 247DW/ 211D/ MF212W/ MF221D/ MF241D/ MF215/ MF217W/ MF226DN/ MF229DW/ MF 236N/ MF244DW/ Hàng chính hãng Alpha Cartridge",2,196500.0,393000.0,2025-09-20 13:53:06.303369,Alpha Cartridge,4.7,Regular
TXN000040,10000,107026335,Sách Trắng,1,118500.0,118500.0,2025-02-22 13:53:04.839369,,4.8,VIP
TXN004760,10122,56609155,Sách Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),1,168480.0,168480.0,2025-04-24 13:53:06.509370,,5.0,Regular
TXN003690,10084,278278564,Điện thoại Xiaomi Redmi 13x - Hàng chính hãng,1,4185000.0,4185000.0,2025-10-16 13:53:06.101362,Xiaomi,4.3,Regular
TXN006562,10191,24801234,Ổ cứng SSD 256GB Lexar NS100 2.5-Inch SATA III - Hàng Chính Hãng,2,967500.0,1935000.0,2025-06-21 13:53:07.123373,Lexar,5.0,Regular
TXN002345,10041,272854044,Sách Tiếng Anh Giao Tiếp Bệnh Viện dành cho người mới bắt đầu - Tác giả BS. Đỗ Trung Kiên (Phiên bản mới nhất 2024),1,585000.0,585000.0,2025-02-14 13:53:05.639353,,5.0,VIP
TXN006569,10191,509716,"Brother DR-2385 Drum Cho Máy In HL-L2321D, HL-2361DN, HL-2366DW, MFC-L2701D, MFC-L2701DW - Hàng Chính Hãng",3,975000.0,2925000.0,2024-11-18 13:53:07.124369,Brother,5.0,Regular
TXN004809,10124,278278564,Điện thoại Xiaomi Redmi 13x - Hàng chính hãng,1,4185000.0,4185000.0,2025-07-25 13:53:06.525352,Xiaomi,4.3,Regular
TXN005857,10162,275797120,Dây cáp mạng LAN đúc sẵn 2 đầu Cat6E UTP Arigato - Hàng chính hãng,2,90000.0,180000.0,2025-04-29 13:53:06.887357,Arigato,5.0,Regular
TXN005838,10161,16308170,"Hộp mực 48A cho máy in HP LaserJet Pro M15a, M28a, M28w",2,231000.0,462000.0,2025-01-19 13:53:06.879369,OEM,4.7,Regular
TXN002931,10054,204237269,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng - Trắng,1,930000.0,930000.0,2025-03-27 13:53:05.839357,Panasonic,5.0,Regular
TXN006352,10184,575519,HDD Box ORICO USB3.0/3.5/2.5 6228US3-C Hàng Chính Hãng,2,1020000.0,2040000.0,2025-06-12 13:53:07.057358,Orico,3.1,Regular
TXN003816,10088,107802188,Sách Bí Mật Tư Duy Triệu Phú (Tái Bản),2,129600.0,259200.0,2025-10-10 13:53:06.188352,,5.0,Regular
TXN009512,10395,509716,"Brother DR-2385 Drum Cho Máy In HL-L2321D, HL-2361DN, HL-2366DW, MFC-L2701D, MFC-L2701DW - Hàng Chính Hãng",3,650000.0,1950000.0,2025-05-11 13:53:08.169351,Brother,5.0,Occasional
TXN004059,10097,25552398,Băng mực máy in Kim Epson LQ310 - HÀNG CHÍNH HÃNG,3,97500.0,292500.0,2024-12-02 13:53:06.279353,Fullmark,4.8,Regular
TXN003382,10072,459201,Máy In Laser Đen Trắng Đơn Năng Brother HL-L2321D Duplex - Hàng Chính Hãng,2,4485000.0,8970000.0,2024-12-30 13:53:05.989358,Brother,4.7,Regular
TXN001191,10024,273668660,Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,1,6475000.0,6475000.0,2025-02-27 13:53:05.258352,OPPO,4.8,VIP
TXN006805,10201,142459136,Hộp Mực Cartridge 12A Máy In Canon LBP 2900 (303) 3000 HPQ2612A 1020 M1005 M1010 1018 Có Lỗ Nạp Mực - Hàng Chính Hãng,1,120000.0,120000.0,2025-09-12 13:53:07.200372,GDV,5.0,Occasional
TXN006912,10208,11251951,Điện thoại bàn không dây Panasonic KX-TGB110-Hàng Chính Hãng,4,950000.0,3800000.0,2025-08-06 13:53:07.237354,Panasonic,5.0,Occasional
TXN000108,10001,274191773,"Điện thoại ZTE Libero 5G IV - 4GB/128GB Dimensity 700 , Kháng nước IP67 , Sạc nhanh 22,5W - Mới nguyên seal - Hàng nhập khẩu",1,5672500.0,5672500.0,2025-05-30 13:53:04.860352,Tecno,4.8,VIP
TXN003008,10057,274363543,Sách Con Đường Chẳng Mấy Ai Đi,1,160500.0,160500.0,2025-05-15 13:53:05.862357,,5.0,Regular
TXN007256,10230,277286085,Màn Hình Viewsonic VA2708-2K-MHD 27 inch (2K/100HZ/1MS/LOA) - Hàng Chính Hãng,1,3650000.0,3650000.0,2025-06-08 13:53:07.344352,Viewsonic,5.0,Occasional
TXN005847,10162,270114030,Combo sách - Biến Mọi Thứ Thành Tiền - Quyển 1+2 - Nguyễn Anh Dũng - SBOOKS,1,371925.0,371925.0,2025-07-13 13:53:06.883361,,4.5,Regular
TXN004048,10097,278249595,Combo 2 cuốn: AI Agent Thực Chiến + AI Agent Ứng Dụng,1,481012.5,481012.5,2025-06-28 13:53:06.276352,,5.0,Regular
TXN005213,10138,275407523,Máy đọc sách Pocketbook Era Color- Hàng chính hãng,2,8985000.0,17970000.0,2025-02-06 13:53:06.662349,Pocketbook,4.0,Regular
TXN006272,10180,13147642,"Mực In Brother BTD60BK màu đen dùng cho Brother DCP-T310, DCP-T510W, DCP-T710, MFC-T810W, MFC-T910DW - Hàng Chính Hãng",2,307500.0,615000.0,2025-06-27 13:53:07.028370,Brother,4.5,Regular
TXN002856,10051,184070223,Sách OSHO - Cảm Xúc,3,225600.0,676800.0,2025-10-31 13:53:05.812353,,5.0,Regular
TXN009775,10449,574270,Ổ Cứng HDD Laptop Seagate BarraCuda 1TB/128MB/2.5/5400 - ST1000LM048 - Hàng chính hãng,2,1680000.0,3360000.0,2024-12-04 13:53:08.262351,Seagate,1.0,One-time
TXN001108,10022,275504716,Điện Thoại Xiaomi Redmi A3 4GB/128GB - Hàng Chính Hãng,1,5197500.0,5197500.0,2025-09-21 13:53:05.229353,Xiaomi,4.5,VIP
TXN004732,10121,274638430,"Điện thoại Xiaomi Redmi 13R 5G 6GB/128GB Dimensity 6100+ , Màn 90Hz , Rom quốc tế có sẳn Tiếng việt - Hàng nhập khẩu",1,5385000.0,5385000.0,2024-12-08 13:53:06.502369,Xiaomi,5.0,Regular
TXN009877,10472,190794920,Ổ Cứng Di Động Toshiba Canvio Ready Hàng Chính Hãng,1,1336000.0,1336000.0,2024-11-21 13:53:08.299359,Toshiba,4.7,One-time
TXN007451,10243,275646308,"Combo 10 cuộn giấy in nhiệt Oji K580x45 (80mm x 45mm) Chuyên dùng in bill, in hóa đơn bán hàng shop online, cửa hàng, quán Cafe,...Hàng chính hãng",3,65000.0,195000.0,2025-02-24 13:53:07.406357,VIETHAS,5.0,Occasional
TXN008580,10329,271380890,Sách Đúng Việc,1,83750.0,83750.0,2025-05-06 13:53:07.805355,,5.0,Occasional
TXN001836,10034,214495467,Đầu bấm mạng RJ45 Cat6 Ugreen 50962 (Hộp 50 cái) - Hàng chính hãng,1,300000.0,300000.0,2025-05-14 13:53:05.470380,UGREEN,5.0,VIP
TXN003025,10058,1085104,Sách Nghệ Thuật Đàm Phán Đỉnh Cao,1,152700.0,152700.0,2025-09-10 13:53:05.868359,,4.5,Regular
TXN003182,10064,275702538,Sách Chat GPT Thực Chiến,4,162240.0,648960.0,2025-04-21 13:53:05.920382,,4.7,Regular
TXN000795,10015,275452721,"Hộp mực Dành Cho máy in Canon LBP 2900, 3000 - 12A / HP LaserJet - 1010/ 1012/ 1015/ 1020/ 1018/ 1022/ 1022n/ 1022nw- Hàng chính hãng Alpha Cartridge ",2,291250.0,582500.0,2025-05-13 13:53:05.122353,Alpha Cartridge,4.0,VIP
TXN002484,10044,48362502,Sách Sang Chấn Tâm Lý - Hiểu Để Chữa Lành,1,548750.0,548750.0,2025-04-04 13:53:05.690349,,5.0,VIP
TXN000800,10015,271362153,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng chính hãng",1,9975000.0,9975000.0,2025-11-02 13:53:05.124358,Kindle,5.0,VIP
TXN006876,10206,278504554,Kệ đỡ giá đỡ đế tản nhiệt cho ipad máy tính bảng hợp kim nhôm gấp gọn xoay 360 độ nhiều nấc độ cao K31- Hàng chính hãng,2,139000.0,278000.0,2025-03-04 13:53:07.224357,SUZIN,1.0,Occasional
TXN004561,10114,217276360,"Điện thoại Mobell F209 4G ,Loa to, Phím lớn - Hàng chính hãng",1,943500.0,943500.0,2025-10-19 13:53:06.444353,Mobell,4.7,Regular
TXN002639,10046,275073647,Giắc ổ cắm chuyển đổi đầu 3 chân sang 2 chân nguồn 220V thông thường - Hàng chính hãng,1,62500.0,62500.0,2025-02-26 13:53:05.742354,Gro-Fa,5.0,VIP
TXN008541,10326,101897983,Sách Không Tức Giận Bạn Đã Thắng,3,110260.0,330780.0,2025-10-23 13:53:07.786353,,4.7,Occasional
TXN001784,10033,272854044,Sách Tiếng Anh Giao Tiếp Bệnh Viện dành cho người mới bắt đầu - Tác giả BS. Đỗ Trung Kiên (Phiên bản mới nhất 2024),2,585000.0,1170000.0,2024-11-06 13:53:05.453387,,5.0,VIP
TXN003544,10079,271423011,Ổ Cứng Di Động SSD Siêu nhỏ Transcend ESD310 512GB USB 3.2 Gen2x1 TS512GESD310 - Hàng Chính Hãng,1,2284500.0,2284500.0,2025-03-05 13:53:06.044353,Transcend,5.0,Regular
TXN005703,10156,276632232,Dây cáp mạng LAN đúc sẵn 2 đầu Cat6 UTP Unitek - Hàng chính hãng,1,105000.0,105000.0,2024-12-24 13:53:06.838370,Unitek,4.8,Regular
TXN008422,10317,271423011,Ổ Cứng Di Động SSD Siêu nhỏ Transcend ESD310 512GB USB 3.2 Gen2x1 TS512GESD310 - Hàng Chính Hãng,1,1523000.0,1523000.0,2025-04-27 13:53:07.725352,Transcend,5.0,Occasional
TXN008969,10357,275854374,Pin dành cho Laptop HP Pavilion 15 cs 15-cs series 15-cs3011TU 15-cs1044TX 15-cs1045TX 15-cs1080TX hàng nhập khẩu,2,599000.0,1198000.0,2025-01-06 13:53:07.939350,MINHHA,0.0,Occasional
TXN008179,10299,277174952,Điện Thoại Xiaomi Redmi Note 14 Pro 8GB/256GB - Hàng Chính Hãng,1,6679000.0,6679000.0,2025-05-15 13:53:07.646349,Xiaomi,0.0,Occasional
TXN005618,10152,554426,Bộ Kích Sóng Wifi Repeater 300Mbps Tenda A9 - Hàng Chính Hãng,1,345000.0,345000.0,2024-11-09 13:53:06.810369,Tenda,4.3,Regular
TXN004690,10119,205581885,Sách Ba người thầy vĩ đại (Tái bản),1,119025.0,119025.0,2025-10-27 13:53:06.490375,,5.0,Regular
TXN007208,10225,277646748,Điện thoại Samsung Galaxy A06 5G (4GB/64GB) - Hàng chính hãng,1,2449000.0,2449000.0,2025-02-23 13:53:07.327358,Samsung,5.0,Occasional
TXN007964,10282,276191357,Hộp mực dành cho Máy in Brother DCP 2520dw 2540dw -HL-L2321D HL-2361DN HL-2366DW MFC-L2701D MFC-L2701DW - TN 2325/2385 Mới 100%-CÓ LỔ ĐỔ MỰC Hàng chính hãng Alpha Cartridge ,4,105000.0,420000.0,2025-02-25 13:53:07.579353,Alpha Cartridge,4.5,Occasional
TXN007476,10245,274639765,"Điện thoại OPPO A2M 5G 6GB/128GB , Dimensity 6020 , Màn 90Hz , Rom tiếng việt - Hàng chính hãng",2,3690000.0,7380000.0,2025-01-05 13:53:07.413357,OPPO,4.7,Occasional
TXN005475,10146,164318521,Điện thoại bàn Panasonic KX-TGF320 hàng chính hãng,1,3750000.0,3750000.0,2025-04-29 13:53:06.759352,Panasonic,5.0,Regular
TXN004368,10107,72214499,Mực in chính hãng Epson 003 (dùng cho máy L1110/L3110/L3150/L5190)-HÀNG CHÍNH HÃNG,3,351750.0,1055250.0,2024-11-16 13:53:06.387358,EPSON,5.0,Regular
TXN000766,10015,278468539,"Điện thoại Realme Note 60 (6GB/128GB) Màn hình 6.74"" ,Kháng nước IP68 ,Rom tiếng việt - Hàng nhập khẩu Nhật",1,6497500.0,6497500.0,2025-09-09 13:53:05.110370,Realme,0.0,VIP
TXN006548,10191,263334753,Mực in HP 680 Tri-color Original Ink Advantage Cartridge (F6V26AA) - Hàng chính hãng,2,397500.0,795000.0,2025-07-14 13:53:07.116356,HP,5.0,Regular
TXN001122,10022,277944451,Điện Thoại Realme C75x 6GB/128GB - Hàng Chính Hãng,1,9822500.0,9822500.0,2024-12-24 13:53:05.236370,Realme,0.0,VIP
TXN009021,10360,270975124,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng,1,3890000.0,3890000.0,2025-09-27 13:53:07.959354,OPPO,5.0,Occasional
TXN001374,10026,277891279,USB CRAZY COOL 64Gb - USB 3.0 64GB Đầu Nối Kép Với 2 Cổng USB Type-C Và USB Type-A - Tương Thích MAC / PC Chuẩn Giao Tiếp USB 3.0 Và 2.0 - Hàng Chính Hãng,2,875000.0,1750000.0,2025-11-01 13:53:05.318371,CRAZY COOL,5.0,VIP
TXN001112,10022,273653444,Máy tính bảng Kindle Fire HD 10 2023 13th - Hàng nhập khẩu,3,6475000.0,19425000.0,2025-06-20 13:53:05.233375,Kindle,5.0,VIP
TXN001865,10034,277175972,Điện Thoại Oppo A3x 4GB/64GB - Hàng Chính Hãng,2,8097500.0,16195000.0,2025-06-08 13:53:05.479371,OPPO,0.0,VIP
TXN009634,10417,275905148,Sách Nâng Cao Tần Số Năng Lượng Cá Nhân,1,94240.0,94240.0,2025-02-24 13:53:08.216353,,5.0,One-time
TXN006671,10196,276448920,"Máy đọc sách Amazon Kindle Paperwhite 6 (Gen 12th), Mới nguyên Seal - Hàng chính hãng",1,7335000.0,7335000.0,2025-04-09 13:53:07.157369,Kindle,5.0,Regular
TXN002778,10049,59262880,Sách Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản 2020),2,296000.0,592000.0,2025-02-24 13:53:05.789351,,4.8,VIP
TXN009659,10423,277175955,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,2,1479200.0,2958400.0,2025-03-12 13:53:08.224352,Xiaomi,0.0,One-time
TXN009817,10456,163914808,Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,2,256000.0,512000.0,2025-10-10 13:53:08.275357,Panasonic,5.0,One-time
TXN008790,10345,121063550,Bộ Chia Mạng Mercusys MS108G 8 Cổng 10/100/1000 Mbps - Hàng Chính Hãng,1,423000.0,423000.0,2025-01-18 13:53:07.881359,Mercusys,0.0,Occasional
TXN002772,10049,274101262,Máy Tính Bảng Samsung Galaxy Tab A9 Plus Wifi 4GB/64GB - Đã Kích Hoạt Bảo Hành Điện Tử - Hàng Chính Hãng,1,8975000.0,8975000.0,2025-03-24 13:53:05.787359,Samsung,4.8,VIP
TXN009723,10439,273197801,"Hộp mực Topjet 76A/057 NO CHIP cho máy in Hp HP M404n, M428DW Canon LBP 223dw/ 226dw PHẢI LẤY CHÍP CŨ GẮN QUA - Hàng Chính Hãng ",3,158400.0,475200.0,2024-11-06 13:53:08.245351,Topjet,5.0,One-time
TXN005193,10138,200027539,Bàn Phím dùng cho laptop Dell Latitude 13 3379 7368 Vostro 14 5468 5471 - Hàng Nhập Khẩu New Seal,1,395577.0,395577.0,2025-04-20 13:53:06.657354,MISUFUJl,0.0,Regular
TXN006812,10201,271234577,Điện Thoại Nokia 105 4G Pro - Hàng Chính Hãng,1,799000.0,799000.0,2025-02-13 13:53:07.202354,Nokia,5.0,Occasional
TXN009772,10449,275585307,Pin dành cho Macbook Air 13'' A1466 A1496 A1405 A1377 2013 2014 2015 2017 hàng nhập khẩu.,3,712000.0,2136000.0,2025-06-27 13:53:08.261351,MINHHA,0.0,One-time
TXN002125,10038,277007015,Điện thoại Xiaomi Redmi Note 14 6GB/128GB - Hàng Chính Hãng,1,9625000.0,9625000.0,2025-01-10 13:53:05.562369,Xiaomi,5.0,VIP
TXN001982,10036,9148580,Quạt Tản Nhiệt CPU Socket 1155/1151/1150- Fan Intel Box - Hàng Nhập Khẩu,2,157500.0,315000.0,2025-08-15 13:53:05.520383,Intel,4.6,VIP
TXN006979,10212,261976274,Dây cáp mạng LAN đúc sẵn 2 đầu Cat5E UTP Kingmaster - Hàng chính hãng,1,49500.0,49500.0,2025-06-23 13:53:07.258353,Kingmaster,4.0,Occasional
TXN007383,10239,274101255,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Đã Kích Hoạt Bảo Hành Điện Tử - Hàng Chính Hãng,2,2390000.0,4780000.0,2025-07-18 13:53:07.385370,Samsung,4.8,Occasional
TXN007662,10259,170823288,Mực photocopy Thuận Phong MP3054 dùng cho máy Ricoh MP 2554/ 2555/ 3054/ 3055/ 3554/ 3555/ 4054/ 4055/ 5054/ 5055/ 6054/ 6055 - Hàng Chính Hãng,1,330000.0,330000.0,2024-11-22 13:53:07.476353,Thuận Phong,0.0,Occasional
TXN003353,10071,278249595,Combo 2 cuốn: AI Agent Thực Chiến + AI Agent Ứng Dụng,1,481012.5,481012.5,2025-02-08 13:53:05.978358,,5.0,Regular
TXN008738,10341,71345381,Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,3,170400.0,511200.0,2024-12-13 13:53:07.863353,,4.8,Occasional
TXN006009,10167,277610829,"Pin laptop Dell YRDD6, 42Wh - Hàng Nhập Khẩu",3,1485000.0,4455000.0,2025-01-19 13:53:06.936362,Dell,0.0,Regular
TXN007770,10267,275264393,Sách Chia sẻ từ trái tim,1,126400.0,126400.0,2025-01-08 13:53:07.518370,,5.0,Occasional
TXN008426,10318,272850971,"Điện thoại Libero 5G III - 4/64GB Dimensity 700 ,Màn OLED ,Kháng nước IP57 - Hàng nhập khẩu nhật",1,2990000.0,2990000.0,2025-07-24 13:53:07.727353,Tecno,5.0,Occasional
TXN002363,10041,96366223,"Hộp mực in 12A/FX9 - SAHA - Hộp mực dùng cho máy in Canon: LBP 2900, 3000, HP: LaserJet 1010, 1012, 1015, 1018, 1020, 1022, 3015, 3020, 3030, 3050, 3052, 3055, M1005MFP, M1319MFP",1,212500.0,212500.0,2025-09-18 13:53:05.643352,SAHA,4.5,VIP
